paris	10	PerfDiurn220	x	header
frankfort	15	PerfDiurn220	x	header
frankfort	15		 1
scotland	19		 6
leith	20	PerfDiurn220	x	header
edinburgh	26	PerfDiurn220	x	header
italy	30	PerfDiurn220	x	header
italy	30		 1
naples	30		 8
venice	31	PerfDiurn220	x	header
venice	31		 1
antwerp	40	PerfDiurn220	x	header
nantes	42		 40
london	42		 78
dalkeith	45	PerfDiurn220	x	header
dalkeith	45		 1
dover	57		 5
frankfort	58	PerfDiurn221	x	header
frankfort	58		 1
regensburg	58		 262
venice	59	PerfDiurn221	x	header
venice	59		 1
dalmatia	59		 137
milan	59		 187
cagliari	59		 346
weems	64		 17
leith	65	PerfDiurn221	x	header
leith	65		 1
paris	73	PerfDiurn221	x	header
rome	73		 65
brussels	74	PerfDiurn221	x	header
brussels	74		 1
leith	85	PerfDiurn221	x	header
milford	87	PerfDiurn221	x	header
milford	87		 1
scotland	96		 3
dalkeith	97	PerfDiurn223	x	header
amsterdam	102	PerfDiurn223	x	header
eastland	104	PerfDiurn223	x	header
paris	105	PerfDiurn223	x	header
paris	105		 1
alsatia	105		 77
plymouth	118	PerfDiurn223	x	header
plymouth	118		 1
rome	121	PerfDiurn223	x	header
rome	121		 1
venice	123	PerfDiurn223	x	header
venice	123		 1
brussels	124		 355
inverness	126	PerfDiurn223	x	header
inverness	126		 6
inverness	127	PerfDiurn223	x	header
england	128		 13
harwich	133		 3
dalkeith	139		 3
naples	141	PerfDiurn222	x	header
naples	141		 1
venice	141		 156
frankfort	142	PerfDiurn222	x	header
frankfort	142		 1
poland	142		 15
regensburg	143	PerfDiurn222	x	header
regensburg	143		 1
mylor	148	PerfDiurn222	x	header
mylor	148		 1
paris	155	PerfDiurn222	x	header
paris	155		 1
provence	155		 209
luxemburg	156		 3
antwerp	157	PerfDiurn222	x	header
venice	167	PerfDiurn222	x	header
venice	167		 1
genoa	167		 206
rome	167		 338
paris	168	PerfDiurn222	x	header
scarborough	181	PerfDiurn222	x	header
newcastle	181		 43
amsterdam	182	PerfDiurn222	x	header
dover	183	PerfDiurn222	x	header
leith	184	PerfDiurn222	x	header
plymouth	193	PerfDiurn218	x	header
stockholm	195		 5
naples	200	PerfDiurn218	x	header
naples	200		 1
paris	202	PerfDiurn218	x	header
paris	223	PerfDiurn218	x	header
rome	223		 268
chester	226	PerfDiurn218	x	header
dublin	226		 7
falmouth	228	PerfDiurn218	x	header
falmouth	228		 1
cowes	228		 111
edinburgh	231	PerfDiurn218	x	header
